"Subject"	"Survey"	"Notification.Status"	"Afraid"	"Scared"	"Nervous"	"Jittery"	"Irritable"	"Hostile"	"Guilty"	"Ashamed"	"Upset"	"Distressed"	"Active"	"Alert"	"Attentive"	"Determined"	"Excited"	"Inspired"	"Proud"	"Strong"	"Anxious"	"Worried"	"Restless"	"Depressed"	"Sad"	"Lonely"	"DiscrimCheck"	"DiscrimCheck_Type"	"DiscrimCheck_Other"	"DiscrimCheck_CategoryCode"	"DiscrimCheck_Time"	"DiscrimCheck_Cause"	"DiscrimCheck_PerpGender"	"DiscrimCheck_PerpRace"	"DiscrimCheck_PerpCategory"	"Date.Time.R"	"StartTime"	"diffTime"	"DayStudy"	"DayWeek"	"Occasion"	"PA_agg"	"NA_agg"	"Dep_agg"	"Anx_agg"	"PA_agg_nextPrompt"	"NA_agg_nextPrompt"	"Dep_agg_nextPrompt"	"Anx_agg_nextPrompt"	"PA_agg_prevPrompt"	"NA_agg_prevPrompt"	"Dep_agg_prevPrompt"	"Anx_agg_prevPrompt"	"DiscrimCheck.d"	"DayWeek.d"
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	3	2	2	1	1	3	4	4	4	4	4	4	4	4	1	3	2	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/23/19 17:27"	"2/13/19 0:00"	257.4644444	11	"Saturday"	38	4	1.9	2	2	NA	NA	NA	NA	3.75	1.5	2	1.33	0	5
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	2	2	2	2	2	1	1	4	4	4	4	4	4	1	3	3	2	3	1	1	2	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/24/19 9:08"	"2/13/19 0:00"	273.14	12	"Sunday"	39	3.38	1.9	2.33	2	3	1.7	1.67	1.33	NA	NA	NA	NA	0	6
49	"Event Based Survey (Spring 2019)"	"taken"	1	1	1	1	4	2	1	1	1	4	4	4	4	4	1	1	3	3	1	2	1	1	1	3	"Yes"	"18"	"Staring "	2	NA	"1"	0	"0"	5	"2/24/19 16:55"	"2/13/19 0:00"	280.9275	12	"Sunday"	40	3	1.7	1.67	1.33	3.75	1.8	2	1.67	3.38	1.9	2.33	2	1	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	4	2	1	1	2	4	4	4	4	4	1	5	4	4	2	2	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/24/19 16:57"	"2/13/19 0:00"	280.9566667	12	"Sunday"	41	3.75	1.8	2	1.67	3.62	1.8	2	2	3	1.7	1.67	1.33	0	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	4	1	1	1	2	1	1	4	4	4	4	4	3	2	4	4	2	2	2	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/24/19 17:42"	"2/13/19 0:00"	281.7141667	12	"Sunday"	42	3.62	1.8	2	2	NA	NA	NA	NA	3.75	1.8	2	1.67	0	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	2	2	3	1	4	2	2	1	3	4	3	3	4	2	1	1	1	2	1	3	1	1	2	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 10:49"	"2/13/19 0:00"	298.8258333	13	"Monday"	43	2.12	2.4	2.33	1.67	3.25	1.6	1.67	2	NA	NA	NA	NA	0	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	3	1	2	1	1	3	4	3	4	4	3	3	2	3	2	2	2	1	1	3	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 13:56"	"2/13/19 0:00"	301.9386111	13	"Monday"	44	3.25	1.6	1.67	2	2.12	3.2	2.67	2.67	2.12	2.4	2.33	1.67	0	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	3	3	3	2	5	3	3	1	4	5	4	2	2	2	1	2	2	2	3	4	1	1	2	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 18:54"	"2/13/19 0:00"	306.9094444	13	"Monday"	45	2.12	3.2	2.67	2.67	NA	NA	NA	NA	3.25	1.6	1.67	2	0	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	2	1	1	1	1	4	4	4	5	4	4	4	4	3	2	2	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/26/19 12:26"	"2/13/19 0:00"	324.4391667	14	"Tuesday"	46	4	1.5	2	1.67	3.5	2	2	2	NA	NA	NA	NA	0	1
49	"Random Prompt Survey (Spring 2019)"	"taken"	2	1	2	2	2	1	2	2	1	5	4	4	4	3	4	2	3	4	2	2	2	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/26/19 16:52"	"2/13/19 0:00"	328.8694444	14	"Tuesday"	47	3.5	2	2	2	3.25	2	2	2	4	1.5	2	1.67	0	1
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	3	2	2	1	1	4	4	3	4	4	2	4	3	2	2	3	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/26/19 18:28"	"2/13/19 0:00"	330.4758333	14	"Tuesday"	48	3.25	2	2	2	NA	NA	NA	NA	3.5	2	2	2	0	1
49	"Random Prompt Survey (Spring 2019)"	"taken"	2	1	2	1	2	2	2	1	1	4	4	4	4	4	2	4	3	3	2	2	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/27/19 9:45"	"2/13/19 0:00"	345.7661111	15	"Wednesday"	49	3.5	1.8	2.33	1.67	2.62	2.2	2	3.33	NA	NA	NA	NA	0	2
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	3	4	1	2	1	1	4	4	3	4	4	1	1	1	3	5	4	1	1	1	4	"Yes"	"3,4,5,18"	NA	7	"15:12"	"2"	1	"5"	4	"2/27/19 15:12"	"2/13/19 0:00"	351.2097222	15	"Wednesday"	50	2.62	2.2	2	3.33	3.38	3.1	2.33	3	3.5	1.8	2.33	1.67	1	2
49	"Random Prompt Survey (Spring 2019)"	"taken"	2	1	4	4	4	3	2	2	4	5	4	4	4	4	1	3	3	4	4	4	1	1	1	5	"Yes"	"5,18"	NA	5	"18:00"	"1"	0	"4"	5	"2/27/19 18:20"	"2/13/19 0:00"	354.3475	15	"Wednesday"	51	3.38	3.1	2.33	3	NA	NA	NA	NA	2.62	2.2	2	3.33	1	2
49	"Random Prompt Survey (Spring 2019)"	"taken"	2	1	3	1	4	2	2	1	4	4	3	3	3	2	1	2	1	1	3	4	2	1	1	4	"Yes"	"0,1,3,18"	NA	3	"9:35"	"2"	0	"0"	5	"2/28/19 12:48"	"2/13/19 0:00"	372.8061111	16	"Thursday"	52	2	2.4	2	3	2.75	2.9	3.33	3.67	NA	NA	NA	NA	1	3
49	"Random Prompt Survey (Spring 2019)"	"taken"	4	2	1	2	4	2	2	2	5	5	5	4	4	5	1	1	1	1	5	4	2	1	4	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/28/19 15:44"	"2/13/19 0:00"	375.7377778	16	"Thursday"	53	2.75	2.9	3.33	3.67	3	1.5	2.33	2.33	2	2.4	2	3	0	3
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	2	1	2	1	1	3	4	4	4	5	1	1	1	4	3	3	1	1	1	5	"Yes"	"3,6"	NA	3	"14:27"	"0"	0	"0"	1	"2/28/19 21:30"	"2/13/19 0:00"	381.5022222	16	"Thursday"	54	3	1.5	2.33	2.33	NA	NA	NA	NA	2.75	2.9	3.33	3.67	1	3
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	1	1	1	1	1	3	5	5	5	5	4	3	4	4	2	2	2	1	1	3	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/1/19 9:17"	"2/13/19 0:00"	393.2944444	17	"Friday"	55	4.38	1.5	1.67	2	3.88	1.8	1.67	1.67	NA	NA	NA	NA	0	4
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	3	2	1	1	1	1	4	4	5	4	5	4	4	1	4	2	1	2	1	1	3	"Yes"	"4,18"	NA	3	"14:20"	"1"	1	"5"	1	"3/1/19 14:34"	"2/13/19 0:00"	398.5786111	17	"Friday"	56	3.88	1.8	1.67	1.67	4.38	1.5	1.33	3.33	4.38	1.5	1.67	2	1	4
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	3	2	1	1	1	1	2	5	4	4	4	5	4	5	4	3	3	4	1	1	2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/1/19 19:32"	"2/13/19 0:00"	403.5394444	17	"Friday"	57	4.38	1.5	1.33	3.33	NA	NA	NA	NA	3.88	1.8	1.67	1.67	0	4
49	"Random Prompt Survey (Spring 2019)"	"taken"	3	2	4	2	5	5	2	1	5	5	4	4	5	5	1	1	1	1	3	4	1	1	4	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/2/19 16:21"	"2/13/19 0:00"	424.3605556	18	"Saturday"	58	2.75	3.4	3.33	2.67	3.12	1.7	1.67	2.67	NA	NA	NA	NA	0	5
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	1	1	1	2	1	1	4	4	4	4	4	4	1	1	3	4	1	3	1	1	3	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/2/19 21:43"	"2/13/19 0:00"	429.7280556	18	"Saturday"	59	3.12	1.7	1.67	2.67	NA	NA	NA	NA	2.75	3.4	3.33	2.67	0	5
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	4	2	3	2	3	3	2	2	3	4	4	1	1	1	3	3	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/3/19 16:49"	"2/13/19 0:00"	448.8244444	19	"Sunday"	60	2.25	2.4	2.33	2.33	4.25	1.8	2.33	2.33	NA	NA	NA	NA	0	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	3	3	1	1	1	3	5	4	4	5	4	3	4	5	3	2	2	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/3/19 19:19"	"2/13/19 0:00"	451.3194444	19	"Sunday"	61	4.25	1.8	2.33	2.33	NA	NA	NA	NA	2.25	2.4	2.33	2.33	0	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	3	1	2	1	1	3	4	3	3	3	1	1	1	2	2	3	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/4/19 10:34"	"2/13/19 0:00"	466.5755556	20	"Monday"	62	2.25	1.7	2.33	2	2.38	2.7	2.33	4	NA	NA	NA	NA	0	0
49	"Event Based Survey (Spring 2019)"	"taken"	2	1	5	2	4	3	2	2	2	4	4	4	4	3	1	1	1	1	4	5	3	1	1	5	"Yes"	"0,1,2,4,5"	NA	5	NA	"2"	0	"0"	5	"3/4/19 14:20"	"2/13/19 0:00"	470.3386111	20	"Monday"	63	2.38	2.7	2.33	4	3	2.5	2	1	2.25	1.7	2.33	2	1	0
49	"Event Based Survey (Spring 2019)"	"taken"	1	1	2	1	4	3	2	2	5	4	4	4	4	4	1	1	2	4	1	1	1	1	1	4	"Yes"	"0,1,2,3,4,18"	NA	5	NA	"3,4"	0	"0"	5	"3/4/19 15:12"	"2/13/19 0:00"	471.2102778	20	"Monday"	64	3	2.5	2	1	2.88	2.5	2.33	2	2.38	2.7	2.33	4	1	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	5	4	2	1	2	4	4	4	4	4	1	2	1	3	1	4	1	1	2	4	"Yes"	"0,1,3,4,5,6,15,18"	NA	5	"14:45"	"2,4"	0	"0"	5	"3/4/19 15:18"	"2/13/19 0:00"	471.3127778	20	"Monday"	65	2.88	2.5	2.33	2	2.88	2.5	2	2.33	3	2.5	2	1	1	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	3	4	4	1	1	4	4	4	4	4	4	1	1	1	4	3	3	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/4/19 17:50"	"2/13/19 0:00"	473.8430556	20	"Monday"	66	2.88	2.5	2	2.33	NA	NA	NA	NA	2.88	2.5	2.33	2	0	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	4	1	4	4	4	4	4	1	4	5	4	3	2	4	1	1	1	3	5	4	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/5/19 9:44"	"2/13/19 0:00"	489.7355556	21	"Tuesday"	67	2.38	3.5	2.33	3.33	2.62	3.2	2	1.67	NA	NA	NA	NA	0	1
49	"Event Based Survey (Spring 2019)"	"taken"	1	1	4	3	5	5	1	3	5	4	4	4	4	5	1	1	1	1	3	1	1	1	1	4	"Yes"	"1,7,18"	NA	5	NA	"3"	0	"0"	5	"3/5/19 12:18"	"2/13/19 0:00"	492.3075	21	"Tuesday"	68	2.62	3.2	2	1.67	3.88	1.5	2	1	2.38	3.5	2.33	3.33	1	1
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	2	1	1	1	1	3	5	4	4	5	3	4	1	5	1	1	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/5/19 15:31"	"2/13/19 0:00"	495.5277778	21	"Tuesday"	69	3.88	1.5	2	1	3.62	2	2.33	2.33	2.62	3.2	2	1.67	0	1
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	2	3	1	2	1	1	4	5	4	4	5	2	2	3	4	3	3	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/5/19 18:44"	"2/13/19 0:00"	498.7361111	21	"Tuesday"	70	3.62	2	2.33	2.33	NA	NA	NA	NA	3.88	1.5	2	1	0	1
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	4	3	2	3	2	2	1	5	5	4	4	4	1	2	4	5	4	4	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/6/19 11:51"	"2/13/19 0:00"	515.8561111	22	"Wednesday"	71	3.62	2.5	2.33	3	4.12	2.1	2.33	3.33	NA	NA	NA	NA	0	2
49	"Random Prompt Survey (Spring 2019)"	"taken"	2	1	4	2	1	3	1	1	2	4	5	3	5	4	4	4	4	4	4	4	2	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/6/19 15:49"	"2/13/19 0:00"	519.8202778	22	"Wednesday"	72	4.12	2.1	2.33	3.33	4.25	2.4	2.33	2.33	3.62	2.5	2.33	3	0	2
49	"Random Prompt Survey (Spring 2019)"	"taken"	2	2	4	4	2	3	1	1	1	4	5	4	4	5	4	5	3	4	3	3	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/6/19 20:33"	"2/13/19 0:00"	524.5538889	22	"Wednesday"	73	4.25	2.4	2.33	2.33	NA	NA	NA	NA	4.12	2.1	2.33	3.33	0	2
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	2	2	1	2	1	1	4	4	4	5	4	3	1	1	4	3	1	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/7/19 9:27"	"2/13/19 0:00"	537.4558333	23	"Thursday"	74	3.25	1.6	2.33	1.67	2.5	2.4	2.33	2.33	NA	NA	NA	NA	0	3
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	4	1	2	2	4	4	3	4	4	2	1	1	1	4	3	3	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/7/19 16:48"	"2/13/19 0:00"	544.8102778	23	"Thursday"	75	2.5	2.4	2.33	2.33	2	2.6	2.33	3.33	3.25	1.6	2.33	1.67	0	3
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	5	4	1	1	4	5	2	4	4	2	1	1	1	1	5	4	1	1	1	5	"Yes"	"0,1,2,3,15"	NA	5	"17:58"	"2,4"	1	"0"	5	"3/7/19 18:11"	"2/13/19 0:00"	546.1891667	23	"Thursday"	76	2	2.6	2.33	3.33	NA	NA	NA	NA	2.5	2.4	2.33	2.33	1	3
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	2	3	2	1	1	1	4	4	4	3	4	1	1	1	4	2	3	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/8/19 11:30"	"2/13/19 0:00"	563.5116667	24	"Friday"	77	2.75	2	2	2	3.25	2	2	2.33	NA	NA	NA	NA	0	4
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	3	2	1	2	2	4	4	4	4	4	2	3	1	4	3	3	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/8/19 14:03"	"2/13/19 0:00"	566.0555556	24	"Friday"	78	3.25	2	2	2.33	2.75	2.1	2.33	1	2.75	2	2	2	0	4
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	3	4	3	1	1	1	4	4	4	4	5	1	1	1	2	1	1	1	1	1	5	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/8/19 19:18"	"2/13/19 0:00"	571.3080556	24	"Friday"	79	2.75	2.1	2.33	1	NA	NA	NA	NA	3.25	2	2	2.33	0	4
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	2	2	2	2	1	1	3	4	4	4	3	3	2	2	4	1	2	2	1	1	2	"Yes"	"0,1,4,5,18"	NA	5	"11:05"	"2"	1	"0"	1	"3/9/19 12:50"	"2/13/19 0:00"	588.8477778	25	"Saturday"	80	3.25	1.9	1.33	1.67	2.5	2.6	2.33	1	NA	NA	NA	NA	1	5
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	2	5	4	1	1	2	5	4	4	4	4	1	1	1	1	1	1	1	1	1	5	"Yes"	"1,4,15,18"	NA	3	"18:30"	"2"	1	"0"	1	"3/9/19 20:39"	"2/13/19 0:00"	596.6519444	25	"Saturday"	81	2.5	2.6	2.33	1	NA	NA	NA	NA	3.25	1.9	1.33	1.67	1	5
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	1	1	1	1	1	2	5	5	5	5	5	4	4	5	1	1	2	1	1	2	"Yes"	"0,1,4,18"	NA	3	"11:15"	"2"	1	"5"	1	"3/10/19 11:18"	"2/13/19 0:00"	610.3080556	26	"Sunday"	82	4.75	1.3	1.33	1.33	2.5	2.7	2.33	2.33	NA	NA	NA	NA	1	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	2	5	5	1	1	5	5	4	4	4	4	1	1	1	1	2	3	2	1	2	4	"Yes"	"0,1,3,4,5,9,15,18"	NA	5	"15:10"	"3"	0	"0"	1	"3/10/19 16:27"	"2/13/19 0:00"	615.4533333	26	"Sunday"	83	2.5	2.7	2.33	2.33	2.75	2	2	1.67	4.75	1.3	1.33	1.33	1	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	3	3	1	1	3	4	4	4	4	4	1	1	1	3	2	2	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/10/19 18:16"	"2/13/19 0:00"	617.2827778	26	"Sunday"	84	2.75	2	2	1.67	NA	NA	NA	NA	2.5	2.7	2.33	2.33	0	6
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	4	4	4	4	4	1	3	2	4	2	2	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/11/19 9:52"	"2/13/19 0:00"	632.8805556	27	"Monday"	85	3.25	1.4	2	1.67	3.25	2	1.67	1.33	NA	NA	NA	NA	0	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	4	2	1	1	3	3	4	4	4	5	3	1	1	4	2	1	1	1	1	3	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/11/19 16:33"	"2/13/19 0:00"	639.5619444	27	"Monday"	86	3.25	2	1.67	1.33	3.5	1.8	1.67	1	3.25	1.4	2	1.67	0	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	3	2	1	1	1	1	4	4	4	4	4	4	3	1	4	1	1	1	1	1	3	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/11/19 19:56"	"2/13/19 0:00"	642.9488889	27	"Monday"	87	3.5	1.8	1.67	1	NA	NA	NA	NA	3.25	2	1.67	1.33	0	0
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	3	2	3	1	2	2	2	4	4	4	4	4	2	1	1	3	2	2	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/12/19 16:27"	"2/13/19 0:00"	663.4547222	28	"Tuesday"	88	2.88	2.2	2	1.67	3.88	2.3	2	1.67	NA	NA	NA	NA	0	1
49	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	2	4	1	3	2	1	4	5	4	4	5	4	3	1	5	1	3	1	1	1	4	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/12/19 20:11"	"2/13/19 0:00"	667.1894444	28	"Tuesday"	89	3.88	2.3	2	1.67	NA	NA	NA	NA	2.88	2.2	2	1.67	0	1
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	4	4	4	4	3	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/19/19 10:14"	"2/19/19 0:00"	10.24055556	1	"Tuesday"	1	3.5	1	1	1	2.75	1	1	1	NA	NA	NA	NA	0	1
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	2	3	2	3	3	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/19/19 16:58"	"2/19/19 0:00"	16.97388889	1	"Tuesday"	2	2.75	1	1	1	3.88	1.1	1	1.33	3.5	1	1	1	0	1
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	4	5	4	4	4	4	3	3	1	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/19/19 20:14"	"2/19/19 0:00"	20.24833333	1	"Tuesday"	3	3.88	1.1	1	1.33	NA	NA	NA	NA	2.75	1	1	1	0	1
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	2	1	1	1	1	1	5	5	4	3	3	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/20/19 9:31"	"2/19/19 0:00"	33.52777778	2	"Wednesday"	4	3.62	1.1	1	1	3.57	1	1	1	NA	NA	NA	NA	0	2
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	4	4	4	3	4	NA	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/20/19 16:10"	"2/19/19 0:00"	40.17	2	"Wednesday"	5	3.57	1	1	1	3.5	1	1	1	3.62	1.1	1	1	0	2
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	4	4	4	3	4	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/20/19 18:38"	"2/19/19 0:00"	42.63888889	2	"Wednesday"	6	3.5	1	1	1	NA	NA	NA	NA	3.57	1	1	1	0	2
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	2	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/21/19 16:16"	"2/19/19 0:00"	64.27944444	3	"Thursday"	7	2.38	1	1	1	2.62	1.1	1	1.33	NA	NA	NA	NA	0	3
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	3	3	3	3	2	2	2	3	1	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/21/19 18:03"	"2/19/19 0:00"	66.06611111	3	"Thursday"	8	2.62	1.1	1	1.33	NA	NA	NA	NA	2.38	1	1	1	0	3
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	3	4	3	2	3	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/22/19 16:54"	"2/19/19 0:00"	88.90444444	4	"Friday"	9	3	1	1	1	3.12	1	1	1	NA	NA	NA	NA	0	4
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	3	4	4	2	3	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/22/19 17:51"	"2/19/19 0:00"	89.8525	4	"Friday"	10	3.12	1	1	1	NA	NA	NA	NA	3	1	1	1	0	4
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	2	3	3	2	2	1	3	2	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/23/19 10:55"	"2/19/19 0:00"	106.9191667	5	"Saturday"	11	2.25	1	1	1	3.75	1	1	1	NA	NA	NA	NA	0	5
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	4	3	4	4	4	4	4	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/23/19 14:53"	"2/19/19 0:00"	110.8969444	5	"Saturday"	12	3.75	1	1	1	3.57	1	1	1	2.25	1	1	1	0	5
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	3	NA	4	4	4	4	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/23/19 20:33"	"2/19/19 0:00"	116.5616667	5	"Saturday"	13	3.57	1	1	1	NA	NA	NA	NA	3.75	1	1	1	0	5
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/24/19 11:16"	"2/19/19 0:00"	131.2772222	6	"Sunday"	14	2	1	1	1	3.62	1	1	1	NA	NA	NA	NA	0	6
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	4	4	4	3	4	3	4	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/24/19 16:20"	"2/19/19 0:00"	136.3475	6	"Sunday"	15	3.62	1	1	1	NA	NA	NA	NA	2	1	1	1	0	6
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	5	5	4	3	4	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 10:31"	"2/19/19 0:00"	154.5263889	7	"Monday"	16	3.75	1.1	1	1	3.25	1	1	1	NA	NA	NA	NA	0	0
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	3	3	4	4	3	3	3	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 13:47"	"2/19/19 0:00"	157.7877778	7	"Monday"	17	3.25	1	1	1	3.12	1	1	1.33	3.75	1.1	1	1	0	0
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	3	3	3	4	3	3	3	3	1	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 20:41"	"2/19/19 0:00"	164.6847222	7	"Monday"	18	3.12	1	1	1.33	NA	NA	NA	NA	3.25	1	1	1	0	0
50	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	4	4	4	3	4	4	4	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/26/19 10:44"	"2/19/19 0:00"	178.7458333	8	"Tuesday"	19	3.75	1	1	1	1.75	1.4	1	1	NA	NA	NA	NA	0	1
